,text,mood,selected_text,sentiment
11289,i dont have much art online that i feel properly represents my skillz an unfortunate scenario i know,sadness,dont much art online feel properly represents skillz unfortunate scenario know,1
11290,i am feeling shamed like i should not be enjoying this and i certainly should not have sex kissing is so far enough,sadness,feeling shamed like enjoying certainly sex kissing far enough,1
11291,i feel people are scared of me or given up on me,fear,feel people scared given,1
11292,i didnt feel like i was respected,joy,didnt feel like respected,0
11293,i want to do is talk talk talk and i feel like thats the only way anything is going to get resolved but im afraid that im going to just have to let it go all on my own,joy,want talk talk talk feel like thats way anything going get resolved im afraid im going let go,0
11294,i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger,told touched needle would punch feeling little hostile midst pain,1
11295,i hoped it would i would feel disappointed and depleted,sadness,hoped would would feel disappointed depleted,1
11296,im feeling more energetic less tired and im down two pounds,joy,im feeling energetic le tired im two pound,0
11297,i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear,feel le doubtful towards person sincerity rebuilding relationship,1
11298,i feel like i need a artistic community or a friend or a class,joy,feel like need artistic community friend class,0
11299,i dont think thats what ill do because i feel its just really awkward,sadness,dont think thats ill feel really awkward,1
11300,i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,sadness,know satan plan make u feel inadequate never expected would actually listen,1
11301,i am going to get out my soapbox and talk about something that i feel really passionate about,joy,going get soapbox talk something feel really passionate,0
11302,i feel smart and needed,joy,feel smart needed,0
11303,i feel very listless,sadness,feel listless,1
11304,i feel burdened by responsibilities and pressures,sadness,feel burdened responsibility pressure,1
11305,im with her because she brings out the best in me when im feeling depressed,sadness,im brings best im feeling depressed,1
11306,i have some minor neuropathy going on in my fingers and my fingernails feel funny sensitive so that might mean that i could be losing them soon,surprise,minor neuropathy going finger fingernail feel funny sensitive might mean could losing soon,0
11307,i would talk to drake because i knew he wouldnt judge my feelings and he would let me gush over how much i liked you,love,would talk drake knew wouldnt judge feeling would let gush much liked,0
11308,i feel slightly dazed and tired and angry but that is a normal emotion and mood for me to experience from day to day or week to week,surprise,feel slightly dazed tired angry normal emotion mood experience day day week week,0
11309,i am feeling fine apart from being a little tired from being rudley woken up by some noisy drivers,joy,feeling fine apart little tired rudley woken noisy driver,0
11310,i feel joyful when im surprised and joyful when i am surprising someone,joy,feel joyful im surprised joyful surprising someone,0
11311,i feel that blogging is less dignified than other media which is why i do it but i also understand it s not a competition and the distinction is somewhat blurred so it s really just a a href http www,joy,feel blogging le dignified medium also understand competition distinction somewhat blurred really href http www,0
11312,i cant help but feel as though perhaps my perception isnt as keen as i once thought,joy,cant help feel though perhaps perception isnt keen thought,0
11313,i feel as if someone has bumbed my delicate set up,love,feel someone bumbed delicate set,0
11314,i feel like i am not special,joy,feel like special,0
11315,i feel like im doomed until he returns,sadness,feel like im doomed return,1
11316,i crave getting out there and moving and if i dont i feel agitated until i do,fear,crave getting moving dont feel agitated,1
11317,im thankful for it and the parents because they are understanding and make me feel less wimpy,fear,im thankful parent understanding make feel le wimpy,1
11318,i feel listless and things have been rather strained around here lately,sadness,feel listless thing rather strained around lately,1
11319,i feel impatient with the christian church disciples of christ and its many manifestations over the fact that i haven t yet gotten even the slightest whiff of a call,anger,feel impatient christian church disciple christ many manifestation fact yet gotten even slightest whiff call,1
11320,i can make him feel a christ isnt he the most delicious creature youve ever seen,joy,make feel christ isnt delicious creature youve ever seen,0
11321,i get an idea something i want to write and i feel passionate about it and sculpt some great sentences,joy,get idea something want write feel passionate sculpt great sentence,0
11322,i feel shy at the fact that i love these inanimate things,fear,feel shy fact love inanimate thing,1
11323,im starting to learn that feeling awkward isnt such a bad thing and feeling awkward isnt some sort of social disorder,sadness,im starting learn feeling awkward isnt bad thing feeling awkward isnt sort social disorder,1
11324,i say this because she never truly gets a choice or the freedom to decide what to do with her life which makes it hard not to feel like she got the less dirty end of a really shitty stick,sadness,say never truly get choice freedom decide life make hard feel like got le dirty end really shitty stick,1
11325,i get the feeling that he is brewing up some kind of moronic shit storm,sadness,get feeling brewing kind moronic shit storm,1
11326,i should have left this movie feeling frightened or at the very least convinced that this number held some kind of mystical power or was the key to some government conspiracy but no,fear,left movie feeling frightened least convinced number held kind mystical power key government conspiracy,1
11327,i suffer from very low confidence and im always looking for ways to come across more confident and feel more outgoing in myself,joy,suffer low confidence im always looking way come across confident feel outgoing,0
11328,i can feel the longing and care and love too,love,feel longing care love,0
11329,i feel too bitchy to do something like that to my family because theyre going through the same shit i am,anger,feel bitchy something like family theyre going shit,1
11330,i believe a lot of girls feel this way especially when they are feeling really low about themselves,sadness,believe lot girl feel way especially feeling really low,1
11331,i really feel like is mostly the culmination of starting to play more clubs and wanting to make more dancefloor friendly stuff and having stuff that has a certain tempo range that fits nicely in that setting,joy,really feel like mostly culmination starting play club wanting make dancefloor friendly stuff stuff certain tempo range fit nicely setting,0
11332,i can only have a rest when i feel that i have fully resolved a problem then i can turn my attention towards something else,joy,rest feel fully resolved problem turn attention towards something else,0
11333,im feeling reassured for right now,joy,im feeling reassured right,0
11334,i was happy to get back out there and knew it wouldnt feel that crappy forever,sadness,happy get back knew wouldnt feel crappy forever,1
11335,i just follow my dreams and my heart and some how that makes life feel sweet and work for me,love,follow dream heart make life feel sweet work,0
11336,i feel deeply remorseful and regretful,sadness,feel deeply remorseful regretful,1
11337,i just want to achieve something to make myself feel worthwhile to dig myself out of this gaping hole of depression and ridiculous anguish i feel every day,joy,want achieve something make feel worthwhile dig gaping hole depression ridiculous anguish feel every day,0
11338,i dont think many people will get how i feel going through menopause im sure a few will think great no periods,joy,dont think many people get feel going menopause im sure think great period,0
11339,id feel ashamed if it wasnt so pretty,sadness,id feel ashamed wasnt pretty,1
11340,im feeling hopeful and so thankful for the supportive family i have helping me with this transition,joy,im feeling hopeful thankful supportive family helping transition,0
11341,i feel have not convinced me,joy,feel convinced,0
11342,i feel heartbroken again i feel dead inside lost angry at myself,sadness,feel heartbroken feel dead inside lost angry,1
11343,i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything can happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,sadness,get scared feel ignored feel happy get silly choke word make wish dream still want believe anything happen world ordinary girl like like ordinary girl like like,1
11344,i am feeling peaceful yet determined as i listen to the slight humming noise of the ceiling fan,joy,feeling peaceful yet determined listen slight humming noise ceiling fan,0
11345,i often feel so distressed and freaked out whenever my child gets sick,fear,often feel distressed freaked whenever child get sick,1
11346,i crossed the line targeting the developer more than the game and hurting feelings that didn t need to be hurt,sadness,crossed line targeting developer game hurting feeling need hurt,1
11347,i feel thankful that each and everyday he burns in me this way letting me know that in the darkness of the life i have once led under my parents he has risen to show me that i did nothing wrong,joy,feel thankful everyday burn way letting know darkness life led parent risen show nothing wrong,0
11348,i have been thinking about ecology as a metaphor for second language studies for some time now but i feel like the thought of it is more elegant than my words can ever be,joy,thinking ecology metaphor second language study time feel like thought elegant word ever,0
11349,i feel sentimental loyalty just as much as the next average joe you know im just as prone to irrational attachment as any super lucky super prosperous well educated white girl at the exact middle of her life,sadness,feel sentimental loyalty much next average joe know im prone irrational attachment super lucky super prosperous well educated white girl exact middle life,1
11350,i love photographing this gorgeous family the love they feel for each other is so strong it radiates around them,joy,love photographing gorgeous family love feel strong radiates around,0
11351,i feel that i am so stressed out at work what i do is i escape,sadness,feel stressed work escape,1
11352,i remember feeling so disappointed and discouraged when i realized after my first two that the baby belly on some women i,sadness,remember feeling disappointed discouraged realized first two baby belly woman,1
11353,i feel so inlove whenever i watch the film i love steve sean faris julie s love interest i adore their friendship plus i was so thrilled about the whole sleepover scavenger hunt thing but other than that i absolutely love the part where julie talks to her mom,joy,feel inlove whenever watch film love steve sean faris julie love interest adore friendship plus thrilled whole sleepover scavenger hunt thing absolutely love part julie talk mom,0
11354,i write these words i feel sweet baby kicks from within and my memory is refreshed i would do anything for this boy,love,write word feel sweet baby kick within memory refreshed would anything boy,0
11355,i need to feel personally valued,joy,need feel personally valued,0
11356,ive been feeling more emotional now perhaps because the physical ailments are subsiding,sadness,ive feeling emotional perhaps physical ailment subsiding,1
11357,i feel neglectful and while at her reception i grazed her arm as i walked by and she pulled me back and said where are you going youre way more imporant than those people but i was stoned and full of champagne and could only tell her she was beautiful and that he seemed nice,sadness,feel neglectful reception grazed arm walked pulled back said going youre way imporant people stoned full champagne could tell beautiful seemed nice,1
11358,im feeling all sentimental too and i cannot wait to be up in vermont for christmas with the whole ryan family,sadness,im feeling sentimental cannot wait vermont christmas whole ryan family,1
11359,i havent been feeling incredibly passionate about medicine recently in fact i havent been feeling particularly passionate about anything,love,havent feeling incredibly passionate medicine recently fact havent feeling particularly passionate anything,0
11360,i guess i should feel appreciative of that,joy,guess feel appreciative,0
11361,i felt a lot of guilt for not trying harder and finding other solutions to continue breastfeeding much farther past months but as time goes on i feel content knowing i did the best i could with what resources and support i had at the time,joy,felt lot guilt trying harder finding solution continue breastfeeding much farther past month time go feel content knowing best could resource support time,0
11362,i feel a bit smug too as well as annoyed,joy,feel bit smug well annoyed,0
11363,im excited for these new changes cause i really feel like it will help me feel like myself again in this funny blogging world,surprise,im excited new change cause really feel like help feel like funny blogging world,0
11364,i feel like i will be successful,joy,feel like successful,0
11365,i feel i was wronged,anger,feel wronged,1
11366,i feel that she doesnt think i appreciate what she did for me and i couldnt be more appreciative,joy,feel doesnt think appreciate couldnt appreciative,0
11367,i get the feeling that if the tabloids either ignored her or somehow painted her as a hero or comedic genius shed be totally happy even if the women in the house were upset,sadness,get feeling tabloid either ignored somehow painted hero comedic genius shed totally happy even woman house upset,1
11368,i have read and personal stories that have been shared with me so i feel that it is totally ok to share,joy,read personal story shared feel totally ok share,0
11369,i continue without alva and noe but tell her that ill be out on the course as long as she is and after awhile i try running and even that feels ok,joy,continue without alva noe tell ill course long awhile try running even feel ok,0
11370,i was feeling extremely agitated after coming home from china,fear,feeling extremely agitated coming home china,1
11371,i was thinking about going out to dinner but im feeling like i might not be bothered too,anger,thinking going dinner im feeling like might bothered,1
11372,i feel honoured that my art is in someone s home and is being enjoyed on a daily basis,joy,feel honoured art someone home enjoyed daily basis,0
11373,i feel like i am carrying him suuuper low too,sadness,feel like carrying suuuper low,1
11374,i wonder how is it feel to be really smart,joy,wonder feel really smart,0
11375,i feel i punished her for caring for me,sadness,feel punished caring,1
11376,i feel beaten up and tired mentally and physically,sadness,feel beaten tired mentally physically,1
11377,i pulled out and explained that i couldn t feel my penis or at least feel it with any more feeling than my aching back or throbbing balls or stinging nipples,sadness,pulled explained feel penis least feel feeling aching back throbbing ball stinging nipple,1
11378,i have been gathering them up when i feel brave enough and pressing them at home under books,joy,gathering feel brave enough pressing home book,0
11379,i feel sure the donation would have been rejected,joy,feel sure donation would rejected,0
11380,i was feeling depressed about our infertility and had received a slew of pregnancy announcements that week,sadness,feeling depressed infertility received slew pregnancy announcement week,1
11381,i found myself agreeing with a lot of her thoughts about how pregnant women are wrong in feeling superior to others about how each man basically just wants a woman who lets him do anything he wants,joy,found agreeing lot thought pregnant woman wrong feeling superior others man basically want woman let anything want,0
11382,i feels shocked looking at the elder fitch twin,surprise,feel shocked looking elder fitch twin,0
11383,when my mother was tremendous on the phone and we talked for hours she was in a good mood,joy,mother tremendous phone talked hour good mood,0
11384,i feel so dumb when at first run through it all seems over my head amp a little too much for my struggling brain,sadness,feel dumb first run seems head amp little much struggling brain,1
11385,i was okay with it but still little have feeling for that my brother was more amazed he like mihm but he wasn t going to get playing time,surprise,okay still little feeling brother amazed like mihm going get playing time,0
11386,i saw kyuhyun in the crowd today while i was strolling through apgujeong with hyunjin the woman breathed feeling every bit sceptical at her own words,fear,saw kyuhyun crowd today strolling apgujeong hyunjin woman breathed feeling every bit sceptical word,1
11387,i just have to be sure i still remember to keep feeling excited and enjoying what i am already doing along the way,joy,sure still remember keep feeling excited enjoying already along way,0
11388,i feel virtuous because all day i have cleaned a house that needed the mopping and tidying,joy,feel virtuous day cleaned house needed mopping tidying,0
11389,i started to feel rotten sore stomach sickness and needing to go the toilet,sadness,started feel rotten sore stomach sickness needing go toilet,1
11390,i try to find something that does not make me feel foolish,sadness,try find something make feel foolish,1
11391,i dont mean to boast but i feel rather impressed by my message,surprise,dont mean boast feel rather impressed message,0
11392,im not the only person in the world to feel miserable from time to time,sadness,im person world feel miserable time time,1
11393,i dont want to approach this topic too lightly but at the same time i feel apprehensive putting it all out there,fear,dont want approach topic lightly time feel apprehensive putting,1
11394,i would feel terrified for them and enjoy this movie a little better,fear,would feel terrified enjoy movie little better,1
11395,i always feel jealous,anger,always feel jealous,1
11396,i am feeling quite impressed with myself because i went two directions across the top row and down the left column,surprise,feeling quite impressed went two direction across top row left column,0
11397,i have no word to describe the feeling reply she said its been days today that i have been in such a lovely country india i never thought that anything like this can ever happen to me where everyone treated us so gracefully humbly and with so respect,love,word describe feeling reply said day today lovely country india never thought anything like ever happen everyone treated u gracefully humbly respect,0
11398,i feel like a monster because as we make our way through the rubble and stunned bodies all im thinking is that we need to find a way to keep going,surprise,feel like monster make way rubble stunned body im thinking need find way keep going,0
11399,i know you contributed to my success but i am just feeling petty enough today to ignore those contributions,anger,know contributed success feeling petty enough today ignore contribution,1
11400,i have been using deborah lippmann hard rock as a base for a couple weeks and it seems to prevent staining exceedingly well so i ws feeling brave enough to try this modified french tip two coats of a peachy pink jelly sation love at first byte then a random black with a dotting tool for spots,joy,using deborah lippmann hard rock base couple week seems prevent staining exceedingly well w feeling brave enough try modified french tip two coat peachy pink jelly sation love first byte random black dotting tool spot,0
11401,i finish this note not wanting to sound sad i feel positive and happy iv written it down its gone from my head so i can stop dwelling and move on to making it happen,joy,finish note wanting sound sad feel positive happy iv written gone head stop dwelling move making happen,0
11402,i feel strangely carefree and free from all burden and it feels absolutely wonderful,joy,feel strangely carefree free burden feel absolutely wonderful,0
11403,i think i might feel a little remorseful if i pursued either of those options right now so ive put them on the back burner in case i change my mind later,sadness,think might feel little remorseful pursued either option right ive put back burner case change mind later,1
11404,im nervous but feeling passionate,joy,im nervous feeling passionate,0
11405,i feel like this will be an amazing series and will be epic in the movie theater,joy,feel like amazing series epic movie theater,0
11406,i feel less alone and more like i belong,sadness,feel le alone like belong,1
11407,i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,anger,aware indulge wounded self first thought feel impatient burdened make sure loving adult charge thinking second loving thought feel happy blessed peaceful,1
11408,i feel somewhat disheartened i guess having to submit something lacklustre in just to meet the deadline,sadness,feel somewhat disheartened guess submit something lacklustre meet deadline,1
11409,i express that same feeling im homophobic boring or in denial,sadness,express feeling im homophobic boring denial,1
11410,i did not really want to die but i wanted out of the pain that i was experiencing and that i was allowing others to experience by watching me and feeling helpless to do anything about it,sadness,really want die wanted pain experiencing allowing others experience watching feeling helpless anything,1
11411,im feeling generous now the proposals to allow crop based biofuels to reduce our fossil fuel use by only and to withdraw the market for these biofuels altogether after mean that around m of investment in the uk biofuels industry could be in peril,joy,im feeling generous proposal allow crop based biofuels reduce fossil fuel use withdraw market biofuels altogether mean around investment uk biofuels industry could peril,0
11412,i feel this strange sense of importance of life and the world when i stare at the stars all night,fear,feel strange sense importance life world stare star night,1
11413,i don t feel so fearless,joy,feel fearless,0
11414,i just feel she needs to come to me and lets get it all on the table and discussed hopefully resolved,joy,feel need come let get table discussed hopefully resolved,0
11415,i feel so invigorated and refreshed afterwards,joy,feel invigorated refreshed afterwards,0
11416,i have unwashed hair but a new shirt and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,sadness,unwashed hair new shirt also weather bomb also feel sleep deprived havent diet coke,1
11417,i was so excited to try it considering i havent before and so many people rave about it but i didnt feel like it did anything special for my lashes i dont really like drier formula type mascaras but i prefer the wet formula ones more,joy,excited try considering havent many people rave didnt feel like anything special lash dont really like drier formula type mascara prefer wet formula one,0
11418,i feel like this service is at its core relatively useless,sadness,feel like service core relatively useless,1
11419,i do feel has conditions it hurts deeply and it is not pleasant,joy,feel condition hurt deeply pleasant,0
11420,i am feeling drained its probably related to addisons,sadness,feeling drained probably related addisons,1
11421,i was left feeling a little disheartened,sadness,left feeling little disheartened,1
11422,i feel myself uncertain as to the next step to take,fear,feel uncertain next step take,1
11423,i feel satisfied if i finished doing my revision before exams,joy,feel satisfied finished revision exam,0
11424,i felt such guilt for being sad for having anger about anything and for feeling less than completely thrilled with my life,joy,felt guilt sad anger anything feeling le completely thrilled life,0
11425,i am also feeling his prompting to offer my comments about what exactly is going on in our very troubled world and what he has lead me to do regarding these times we are finding ourselves in,sadness,also feeling prompting offer comment exactly going troubled world lead regarding time finding,1
11426,i want to understand how i can count all things joy when life feels anything but joyful,joy,want understand count thing joy life feel anything joyful,0
11427,i am going on day of my goddess workouts and am feeling fabulous,joy,going day goddess workout feeling fabulous,0
11428,i feel i am with ampatuan and joining the forces of hell bitchy human who only wants is to spread their worst odor in this world,anger,feel ampatuan joining force hell bitchy human want spread worst odor world,1
11429,i breathe and walk i feel less joyful than most other people,joy,breathe walk feel le joyful people,0
11430,i never feel triumphant and glowy on my treadmill,joy,never feel triumphant glowy treadmill,0
11431,i feel so worthless and ugly a href http afaerytaleinmakebelieve,sadness,feel worthless ugly href http afaerytaleinmakebelieve,1
11432,i hear myself soothing in a low soft voice and i marvel at how the voice makes me feel calm and strong also,joy,hear soothing low soft voice marvel voice make feel calm strong also,0
11433,im feeling so lousy they tried to cheer me up during school time and during choir practice,sadness,im feeling lousy tried cheer school time choir practice,1
11434,i have been feeling restless lately,fear,feeling restless lately,1
11435,i also feel like i was being way too irritable today,anger,also feel like way irritable today,1
11436,i feel freakishly optimistic which really runs against my natural character,joy,feel freakishly optimistic really run natural character,0
11437,i have survived the low part of the crash im starting to feel hopeful again,joy,survived low part crash im starting feel hopeful,0
11438,i asked feeling outraged,anger,asked feeling outraged,1
11439,i feel so cool now like one of the cool kids in the neighborhood haha,joy,feel cool like one cool kid neighborhood haha,0
11440,i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,sadness,still feel mentally game string unfortunate event written sitting sideline temporarily,1
11441,i feel like im supporting even more,love,feel like im supporting even,0
11442,im already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,anger,im already feeling stressed salvaging friendship time go realize also another point isnt helping,1
11443,i am feeling soooo eco friendly,joy,feeling soooo eco friendly,0
11444,i then feel like a hopeless case beside them,sadness,feel like hopeless case beside,1
11445,i feel them and im loving it,love,feel im loving,0
11446,i want to be able to leave my house on my own without feeling terrified and im going to work on this every day,fear,want able leave house without feeling terrified im going work every day,1
11447,im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,anger,im thinking feeling extremely cold yesterday brewing something actual weather,1
11448,im feeling brave today so here goes,joy,im feeling brave today go,0
11449,i couldn t feel the fake lashes at all,sadness,feel fake lash,1
11450,i try so hard to help them see the joy in life i always feel i can help these damaged and empty people and each time i fail i have to accept it as their failure not mine and i have a hard time doing that,sadness,try hard help see joy life always feel help damaged empty people time fail accept failure mine hard time,1
11451,i did feeling jolly accomplished currently,joy,feeling jolly accomplished currently,0
11452,im not going to lie i had started to feel over confident with the skinny fiber again as i had now dropped from a size x to a size x in clothing,joy,im going lie started feel confident skinny fiber dropped size x size x clothing,0
11453,i am left to feel helpless to do anything,fear,left feel helpless anything,1
11454,i remember feeling absolutely devastated by what i saw,sadness,remember feeling absolutely devastated saw,1
11455,i was so irritated because i just knew i wasnt pregnant and i was wasting my time and feeling lousy for no reason,sadness,irritated knew wasnt pregnant wasting time feeling lousy reason,1
11456,i feel horny and asked her to show her cam and she show me and asked her to show me her body and we do a great cyber sex that day,love,feel horny asked show cam show asked show body great cyber sex day,0
11457,i feel so hopeless and strange and all i really want is to actually disappear,sadness,feel hopeless strange really want actually disappear,1
11458,i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,anger,want hug drink beer together neither feel tortured time,1
11459,im feeling generous id treat my friends for dinner or have a bbq at home in our little backyard while the weather is still nice and warm,joy,im feeling generous id treat friend dinner bbq home little backyard weather still nice warm,0
11460,i didnt want to feel humiliated and was beginning to regret my decision to stay,sadness,didnt want feel humiliated beginning regret decision stay,1
11461,i feel slightly more agitated,anger,feel slightly agitated,1
11462,i feel unwelcome in my own country,sadness,feel unwelcome country,1
11463,i wont get it for her i tried honestly i did and shes making me feel terrible she makes me feel like the bad guy,sadness,wont get tried honestly shes making feel terrible make feel like bad guy,1
11464,i feel content if not happy,joy,feel content happy,0
11465,i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,fear,feeling strange mix extremely proud relieved path fabulous future gutted chosen move live hall residence uni,1
11466,i feel funny about saying any of this because the book is selling millions of copies every week and it seems i m the minority in this,surprise,feel funny saying book selling million copy every week seems minority,0
11467,i feel afraid to live alone living far from them,fear,feel afraid live alone living far,1
11468,i feel like we all have somehow convinced ourselves that these really pointless events somehow mean everything to us,joy,feel like somehow convinced really pointless event somehow mean everything u,0
11469,i feel sad for you and me because i know how much we will miss the entire powell clan,sadness,feel sad know much miss entire powell clan,1
11470,i was feeling rather pleased with myself when colombians who remembered the gringa with the bike from el amparo took me under their wing as they reckoned if we inquired about a boat as a group of we would get a discount,joy,feeling rather pleased colombian remembered gringa bike el amparo took wing reckoned inquired boat group would get discount,0
11471,i feel like i totally fucked up,anger,feel like totally fucked,1
11472,i was feeling this really weird sense of isolation that would have creeped me out pretty bad if i was alone,surprise,feeling really weird sense isolation would creeped pretty bad alone,0
11473,i feel like a doomed cassandra,sadness,feel like doomed cassandra,1
11474,i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,anger,feel stressed learn lot cannot give blog look time wish could,1
11475,ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,anger,ive found made huge difference especially finger ring skin feel much softer le irritated,1
11476,i feel so vulnerable,fear,feel vulnerable,1
11477,i dont have to know how or why all i know is that im building good habits without feeling deprived in any way,sadness,dont know know im building good habit without feeling deprived way,1
11478,i feel like a neglectful pet owner,sadness,feel like neglectful pet owner,1
11479,i wanted to team up with my girlfriend and accept the sport amp health challenge to tone up drop pounds exercise five days a week eat healthy and feel more energetic,joy,wanted team girlfriend accept sport amp health challenge tone drop pound exercise five day week eat healthy feel energetic,0
11480,i feel victimized by someone or something,sadness,feel victimized someone something,1
11481,i woke up feeling alarmed,fear,woke feeling alarmed,1
11482,i wont feel deprived and can stick with this,sadness,wont feel deprived stick,1
11483,im feeling abit grouchy with kim,anger,im feeling abit grouchy kim,1
11484,i feel so repressed when compared to dear a href http eurodancemix,sadness,feel repressed compared dear href http eurodancemix,1
11485,i feel pretty honored to be around some really great moms and women,joy,feel pretty honored around really great mom woman,0
11486,i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,anger,feel petty getting worked stuff thats really whats made way,1
11487,i read i feel like ive just enjoyed a rich journey through the history of settling the american west as well as through the values faith fortitude hard work and joy so readily cherished then and hopefully now,joy,read feel like ive enjoyed rich journey history settling american west well value faith fortitude hard work joy readily cherished hopefully,0
11488,im feeling horny i go on to omegle and have sex chats cyber sex with guys,love,im feeling horny go omegle sex chat cyber sex guy,0
11489,i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger,remember feeling bitter couldnt pop balloon join celebration,1
11490,i would feel helpless feeling of wronged frustrated and misunderstood,fear,would feel helpless feeling wronged frustrated misunderstood,1
11491,i and kiyoshi for sharing your feelings and memories from such a delicate personal time in your lives,love,kiyoshi sharing feeling memory delicate personal time life,0
11492,i blinded feelings i meant liked stupid i,love,blinded feeling meant liked stupid,0
11493,i feel like there is too much suffering for those of us in christ jesus,sadness,feel like much suffering u christ jesus,1
11494,i have been feeling very sad today and i dont know how to fix it,sadness,feeling sad today dont know fix,1
11495,i will continue to feel disgusted every time i accidentally catch a glimpse of myself in the mirror or see the results of an impromptu picture,anger,continue feel disgusted every time accidentally catch glimpse mirror see result impromptu picture,1
11496,i don t think that i have to feel entirely wonderful about my wife dating someone in order to go okay that should happen,joy,think feel entirely wonderful wife dating someone order go okay happen,0
11497,i wake up in the morning and i have been having sexy dreams for i feel very horny and in need of a fuck,love,wake morning sexy dream feel horny need fuck,0
11498,i do love my life even when its feeling too isolated,sadness,love life even feeling isolated,1
11499,i mean they were minor pains as there was minuscule growth but you get the feeling tampons and period cramps for the firs times in life was certainly not my dad s idea of a carefree holiday,joy,mean minor pain minuscule growth get feeling tampon period cramp fir time life certainly dad idea carefree holiday,0
11500,i feel my foot is aching my thigh is numb from the knee to the hip although i haven t gained weight i feel like it is shifting to my middle and i feel like i m a little trapped in this crumbling body,sadness,feel foot aching thigh numb knee hip although gained weight feel like shifting middle feel like little trapped crumbling body,1
11501,i shared previously the tv program and another minor disagreement before bed left me feeling rejected and lonely,sadness,shared previously tv program another minor disagreement bed left feeling rejected lonely,1
11502,i felt afraid just before receiving the question paper of the part ii exam,fear,felt afraid receiving question paper part ii exam,1
11503,i realized that i was tired of feeling weird in relationships with boys,fear,realized tired feeling weird relationship boy,1
11504,i feel shaky dizzy and my stomach starts to hurt if i miss a meal,fear,feel shaky dizzy stomach start hurt miss meal,1
11505,i am satisfied with the final installment and feeling a bit melancholy,sadness,satisfied final installment feeling bit melancholy,1
11506,i feel blessed to be on this journey so quickly and honored to help,love,feel blessed journey quickly honored help,0
11507,i listen to the cd i am left feeling a little more confident and less stressed,joy,listen cd left feeling little confident le stressed,0
11508,i guess i do have to give some credit to the douche bags out there though because after all those feelings are what give birth to these lovely words i utter,love,guess give credit douche bag though feeling give birth lovely word utter,0
11509,i remember feeling so embarrassed the entire meeting,sadness,remember feeling embarrassed entire meeting,1
11510,i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,fear,feel like snow globe shaken still waiting dust settle,1
11511,i feel that her features makes this hairstye look really elegant,joy,feel feature make hairstye look really elegant,0
11512,i ask you not to feel pressured by this,fear,ask feel pressured,1
11513,i feel like you have so be pretty self assured in order to do that,joy,feel like pretty self assured order,0
11514,i feel that i need some divine direction in order to move forward with the things that god has called me to do,joy,feel need divine direction order move forward thing god called,0
11515,i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,anger,feel consistently dissatisfied disengaged disinterested without zest life eat,1
11516,im feeling pretty proud most of the elements in the room somehow worked their way onto my body,joy,im feeling pretty proud element room somehow worked way onto body,0
11517,i have to admit i feel a little hesitant about embedding a music video below in this case,fear,admit feel little hesitant embedding music video case,1
11518,i do or make today is a bonus because i feel like today has already been worthwhile,joy,make today bonus feel like today already worthwhile,0
11519,i feel like god has been gracious in answering prayers,joy,feel like god gracious answering prayer,0
11520,im beginning to feel like i know the terrain ive lived numb for so long now numb feels like norm thats where the story ends and this is where the fairy tale starts im beginning to feel happy,sadness,im beginning feel like know terrain ive lived numb long numb feel like norm thats story end fairy tale start im beginning feel happy,1
11521,in certain occasion i have a fight with my boyfriend during the fight i closed the door at his face he went away but came back next day,anger,certain occasion fight boyfriend fight closed door face went away came back next day,1
11522,i feel so much more myself and i missed me,sadness,feel much missed,1
11523,i feel peaceful and calm within myself,joy,feel peaceful calm within,0
11524,im feeling really bitchy so just stop reading if you dont want to hear my sob story,anger,im feeling really bitchy stop reading dont want hear sob story,1
11525,i feel a remembrance of the strange by justin aryiku falls into the latter category,fear,feel remembrance strange justin aryiku fall latter category,1
11526,i cannot begin trying to understand how it must feel to be surprised by an earthquake or see the devastating pictures live to escape from a tsunami,surprise,cannot begin trying understand must feel surprised earthquake see devastating picture live escape tsunami,0
11527,i am signing up for prenatal yoga and making an effort to get out for more walks and hopefully a few trips to the gym in my near future not so i can gain less weight but so i can feel better about myself too,joy,signing prenatal yoga making effort get walk hopefully trip gym near future gain le weight feel better,0
